"age" "job" "marital" "education" "default" "housing" "contact" "day_of_week" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"6467" 34 "blue-collar" "single" "basic.9y" "unknown" "no" "telephone" "wed" 576 3 999 0 "nonexistent" "yes"
"2431" 55 "retired" "married" "basic.4y" "unknown" "yes" "telephone" "tue" 129 1 999 0 "nonexistent" "no"
"25744" 40 "management" "married" "professional.course" "no" "yes" "cellular" "wed" 162 1 999 0 "nonexistent" "no"
"32206" 34 "admin." "single" "high.school" "no" "yes" "cellular" "fri" 80 1 999 1 "failure" "no"
"19222" 38 "admin." "married" "university.degree" "no" "no" "cellular" "wed" 898 1 999 0 "nonexistent" "no"
"34694" 41 "admin." "divorced" "high.school" "unknown" "yes" "cellular" "thu" 380 3 999 0 "nonexistent" "no"
"11979" 39 "services" "married" "basic.6y" "unknown" "yes" "telephone" "wed" 100 1 999 0 "nonexistent" "no"
"20262" 55 "retired" "married" "professional.course" "no" "no" "cellular" "mon" 190 1 999 0 "nonexistent" "no"
"9717" 34 "management" "single" "high.school" "no" "yes" "telephone" "mon" 220 2 999 0 "nonexistent" "no"
"6952" 28 "entrepreneur" "married" "basic.9y" "unknown" "no" "telephone" "thu" 73 1 999 0 "nonexistent" "no"
"13093" 32 "admin." "married" "basic.9y" "no" "no" "telephone" "tue" 320 3 999 0 "nonexistent" "no"
"40434" 26 "admin." "single" "university.degree" "no" "no" "telephone" "mon" 440 5 999 2 "failure" "no"
"31516" 43 "unemployed" "married" "basic.4y" "no" "no" "cellular" "wed" 117 2 999 0 "nonexistent" "no"
"8139" 44 "blue-collar" "married" "basic.9y" "unknown" "no" "telephone" "tue" 154 5 999 0 "nonexistent" "no"
"28633" 30 "admin." "married" "high.school" "unknown" "yes" "cellular" "thu" 648 1 999 0 "nonexistent" "yes"
"35683" 43 "blue-collar" "married" "basic.4y" "no" "no" "cellular" "mon" 465 2 999 0 "nonexistent" "no"
"10714" 50 "admin." "married" "high.school" "unknown" "yes" "telephone" "tue" 85 5 999 0 "nonexistent" "no"
"31167" 45 "unemployed" "divorced" "high.school" "no" "yes" "cellular" "wed" 274 1 999 0 "nonexistent" "no"
